run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input,epochs_output,training_time,prediction_time,total_time,best_train_loss,best_val_loss,best_train_epoch,best_val_epoch,train_loss_history,val_loss_history,lr_history,logprob_ref_ref_sum_list,logprob_ref_alt_sum_list,logprob_alt_alt_sum_list,lik_ratio_list,lik_ratio_norm_list,ks_means,ks_stds,ad_means,ad_stds,wd_means,wd_stds,swd_means,swd_stds
1,0,1,0,0,4,100000,30000,100000,None,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,None,0.0,NVIDIA A40,1000,411,12449.737508654012,30.38070766814053,12480.118216322153,2.341707229614258,2.383516550064087,402,310,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-245907.46875, -243445.5, -243463.71875, -243828.21875, -242968.96875, -243094.71875, -244731.21875, -244148.40625, -242097.1875, -242439.34375],[-239914.09375, -237703.84375, -237812.46875, -237497.90625, -237470.0625, -237671.375, -238730.40625, -238760.0625, -236378.71875, -236905.609375],[11986.75, 11483.25, 11302.5, 12660.625, 10997.75, 10846.6875, 12001.625, 10776.75, 11436.875, 11067.4375],[37.90542984008789, 36.31322479248047, 35.741641998291016, 40.03641128540039, 34.77793884277344, 34.300235748291016, 37.95246887207031, 34.07907485961914, 36.16657257080078, 34.99831008911133],[0.12153533101081848, 0.048513263463974, 0.01108601689338684, 0.055349916219711304, 0.0642935037612915, 0.026692867279052734, 0.1679675281047821, 0.005942642688751221, 0.03620992600917816, 0.025649607181549072],[0.13131083548069, 0.0644252672791481, 0.012756062671542168, 0.09467443078756332, 0.07908140867948532, 0.03961597755551338, 0.1949692666530609, 0.007168669253587723, 0.03414282202720642, 0.017918573692440987],None,None,None,None,[0.014637205749750137, 0.017633650451898575, 0.014888782054185867, 0.009945405647158623, 0.013445908203721046, 0.015098635107278824, 0.012650053016841412, 0.022140271961688995, 0.014968234114348888, 0.01899069920182228],[0.005680060479789972, 0.007098032161593437, 0.006070977542549372, 0.0018821406411007047, 0.004867629148066044, 0.004019347485154867, 0.004076129291206598, 0.005614857189357281, 0.005021501332521439, 0.008402503095567226]
4,0,1,0,0,4,100000,30000,100000,None,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,None,0.0,NVIDIA A40,1000,361,12902.203998086858,39.13527428987436,12941.339272376732,2.337024688720703,2.3767707347869873,358,260,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-240268.5, -238613.78125, -238737.984375, -238939.8125, -238416.28125, -238694.40625, -239662.203125, -238904.15625, -236997.59375, -238138.0],[-236447.46875, -234829.453125, -235095.4375, -235128.53125, -234798.171875, -234752.25, -235755.59375, -235156.75, -233461.703125, -234305.21875],[7642.0625, 7568.6875, 7285.125, 7622.5625, 7236.1875, 7884.3125, 7813.25, 7494.875, 7071.8125, 7665.5625],[24.166322708129883, 23.93429183959961, 23.037588119506836, 24.104658126831055, 22.88283348083496, 24.932384490966797, 24.707666397094727, 23.700876235961914, 22.363035202026367, 24.240636825561523],[0.23018667101860046, 0.027549326419830322, 0.061761051416397095, 0.1958560198545456, 0.09695068001747131, 0.06816771626472473, 0.15179641544818878, 0.2837907075881958, 0.09727385640144348, 0.04518565535545349],[0.22217772901058197, 0.03025001287460327, 0.05883055180311203, 0.20369981229305267, 0.09416989982128143, 0.05949142947793007, 0.1567460596561432, 0.2935672998428345, 0.09030500799417496, 0.05060812085866928],None,None,None,None,[0.01356191374361515, 0.02040303498506546, 0.020353000611066818, 0.00999993272125721, 0.012493833899497986, 0.01842273399233818, 0.011081544682383537, 0.01856965199112892, 0.018051669001579285, 0.02085738070309162],[0.004110838286578655, 0.010242989286780357, 0.010352490469813347, 0.004114873707294464, 0.0036402284167706966, 0.008054042235016823, 0.004050035960972309, 0.0030122592579573393, 0.003329711500555277, 0.00860673002898693]
2,0,1,0,0,4,100000,30000,100000,None,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,None,0.0,NVIDIA A40,1000,442,13603.62935494387,32.705302256159484,13636.33465720003,2.3419041633605957,2.373061418533325,408,341,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-240753.015625, -240349.828125, -239953.5625, -239317.75, -239477.21875, -240612.8125, -240171.5, -239310.78125, -239129.71875, -239924.703125],[-237091.84375, -236918.3125, -236552.03125, -235826.75, -235938.03125, -236632.609375, -236511.125, -235939.703125, -235602.859375, -236220.9375],[7322.3125, 6863.0625, 6803.0625, 6982.0, 7078.375, 7960.375, 7320.75, 6742.1875, 7053.75, 7407.5],[23.15518569946289, 21.702909469604492, 21.513172149658203, 22.079023361206055, 22.383787155151367, 25.172916412353516, 23.150243759155273, 21.320669174194336, 22.30591583251953, 23.424571990966797],[0.11283569037914276, 0.0864274799823761, 0.2547374963760376, 0.04477997124195099, 0.03519713878631592, 0.1848396509885788, 0.17207485437393188, 0.03621271252632141, 0.037141650915145874, 0.0756731927394867],[0.1516306847333908, 0.10073891282081604, 0.23209308087825775, 0.04181782156229019, 0.030441192910075188, 0.17896810173988342, 0.2223612666130066, 0.023413261398673058, 0.025417303666472435, 0.0776502788066864],None,None,None,None,[0.014271612279117107, 0.010636359453201294, 0.009708430618047714, 0.012526817619800568, 0.01628655008971691, 0.010527132079005241, 0.01294846460223198, 0.01368676871061325, 0.013462192378938198, 0.015303663909435272],[0.004616797436028719, 0.0035069198347628117, 0.003047202480956912, 0.0024399503599852324, 0.0034498260356485844, 0.0029767367523163557, 0.0048524378798902035, 0.00314694968983531, 0.0036228897515684366, 0.005080096889287233]
3,0,1,0,0,4,100000,30000,100000,None,5,CsplineN,12,-16,128-128-128,212190,0,512,relu,None,0.0,NVIDIA A40,1000,518,18443.335927470936,35.4277502160985,18478.763677687035,2.3400702476501465,2.3745381832122803,512,474,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-242411.53125, -240992.859375, -240827.265625, -241269.96875, -240608.125, -240068.03125, -241648.875, -241679.0625, -239087.203125, -240143.734375],[-237912.65625, -236549.21875, -236380.59375, -236413.015625, -235939.25, -235705.03125, -237182.5625, -236868.96875, -234655.34375, -235724.046875],[8997.75, 8887.25, 8893.3125, 9713.875, 9337.75, 8726.0, 8932.625, 9620.125, 8863.6875, 8839.375],[28.453384399414062, 28.103952407836914, 28.123123168945312, 30.71796989440918, 29.5285587310791, 27.59403419494629, 28.247440338134766, 30.421506881713867, 28.02943992614746, 27.952558517456055],[0.22473938763141632, 0.3186524510383606, 0.2027883529663086, 0.19235599040985107, 0.15174876153469086, 0.35262173414230347, 0.23423874378204346, 0.10094490647315979, 0.19318366050720215, 0.22816161811351776],[0.1062624603509903, 0.2996044456958771, 0.20919600129127502, 0.06754910200834274, 0.08249860256910324, 0.15675729513168335, 0.1451207846403122, 0.0908418670296669, 0.12987644970417023, 0.15832890570163727],None,None,None,None,[0.010604542680084705, 0.008551805280148983, 0.01111745834350586, 0.012792054563760757, 0.01698618195950985, 0.007649360224604607, 0.010989703238010406, 0.01753961853682995, 0.009561149403452873, 0.00965612567961216],[0.003290152410045266, 0.002418193966150284, 0.003005748149007559, 0.004773892927914858, 0.005229381378740072, 0.001520046847872436, 0.005819018464535475, 0.004230030346661806, 0.0037874665576964617, 0.0015657865442335606]
5,0,1,0,0,4,100000,30000,100000,None,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,None,0.0,NVIDIA A40,1000,309,16530.6164038782,49.58278911700472,16580.199192995206,2.3348751068115234,2.3770761489868164,302,208,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-238556.375, -238251.3125, -237841.40625, -236820.671875, -237340.265625, -237998.65625, -238085.90625, -237302.25, -237939.34375, -237499.1875],[-234685.453125, -234522.53125, -233967.328125, -233459.15625, -233634.625, -234562.4375, -234386.640625, -233787.75, -233835.75, -233959.25],[7741.875, 7457.5, 7748.1875, 6723.0, 7411.25, 6872.4375, 7398.5, 7029.0, 8207.25, 7079.875],[24.481958389282227, 23.582685470581055, 24.501920700073242, 21.259992599487305, 23.436429977416992, 21.732555389404297, 23.39611053466797, 22.227649688720703, 25.953603744506836, 22.388530731201172],[0.0005993247032165527, 0.00112190842628479, 0.0035820305347442627, 0.0003413259983062744, 0.03693830966949463, 0.01658990979194641, 0.006704092025756836, 0.01632426679134369, 0.006636753678321838, 0.006670787930488586],[0.0008782536606304348, 0.0019030843395739794, 0.0035868301056325436, 0.0003480291925370693, 0.0634482279419899, 0.02767619490623474, 0.006898281630128622, 0.027396850287914276, 0.011180958710610867, 0.010782735422253609],None,None,None,None,[0.02455070987343788, 0.02751961536705494, 0.0324799120426178, 0.035644493997097015, 0.030008533969521523, 0.022963831201195717, 0.027752211317420006, 0.043259765952825546, 0.025700144469738007, 0.03644576668739319],[0.018277641385793686, 0.015485316514968872, 0.020279821008443832, 0.015998471528291702, 0.006277122069150209, 0.01043883990496397, 0.010754709132015705, 0.007055159192532301, 0.007424720097333193, 0.01490628533065319]
6,0,1,0,0,4,100000,30000,100000,None,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,None,0.0,NVIDIA A40,1000,321,17190.647806608118,46.17026507295668,17236.818071681075,2.333489418029785,2.379244804382324,310,220,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-244772.25, -244686.34375, -244141.875, -243984.4375, -243658.5, -244270.5, -243989.25, -244649.65625, -243861.875, -243312.0],[-240234.84375, -239971.9375, -239928.0625, -239471.375, -239153.15625, -239735.078125, -239742.5, -239888.265625, -239396.953125, -238737.0625],[9074.8125, 9428.875, 8427.625, 9026.125, 9010.75, 9070.875, 8493.5, 9522.8125, 8929.8125, 9149.875],[28.69707679748535, 29.816720962524414, 26.650489807128906, 28.543113708496094, 28.49449348449707, 28.68462562561035, 26.85880470275879, 30.11377716064453, 28.23854637145996, 28.934444427490234],[0.027957722544670105, 0.013970330357551575, 0.13914334774017334, 0.09642353653907776, 0.002513200044631958, 0.01646926999092102, 0.0031703412532806396, 0.002704620361328125, 0.00048476457595825195, 0.00395047664642334],[0.04510251432657242, 0.023866048082709312, 0.15629900991916656, 0.1484127789735794, 0.003776261117309332, 0.02774517983198166, 0.003958104178309441, 0.004378507379442453, 0.0008394303731620312, 0.003953983075916767],None,None,None,None,[0.020423900336027145, 0.025600265711545944, 0.02617550827562809, 0.017608415335416794, 0.030354853719472885, 0.024924207478761673, 0.026956846937537193, 0.03670976683497429, 0.02601965144276619, 0.017817236483097076],[0.006555295083671808, 0.007936741225421429, 0.009633674286305904, 0.005384964868426323, 0.01134189311414957, 0.009591605514287949, 0.013583559542894363, 0.011365287937223911, 0.01765461266040802, 0.00775311142206192]
7,0,1,0,0,4,100000,30000,100000,None,10,CsplineN,12,-16,128-128-128,424380,0,512,relu,None,0.0,NVIDIA A40,1000,371,24605.393515675096,56.27322457986884,24661.666740254965,2.3294405937194824,2.3783605098724365,367,270,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-239015.53125, -238717.65625, -237978.984375, -236926.921875, -236983.25, -238172.125, -239079.015625, -237557.796875, -236857.75, -239091.9375],[-235578.078125, -235178.0, -234221.53125, -233165.8125, -233408.65625, -234652.40625, -234951.84375, -233715.3125, -233081.46875, -234876.984375],[6874.9375, 7079.375, 7514.9375, 7522.1875, 7149.25, 7039.4375, 8254.375, 7685.0, 7552.5, 8429.875],[21.740461349487305, 22.38694953918457, 23.764318466186523, 23.78724479675293, 22.607913970947266, 22.260656356811523, 26.102624893188477, 24.30210304260254, 23.883102416992188, 26.657604217529297],[0.1993366777896881, 0.22513040900230408, 0.10798543691635132, 0.13843517005443573, 0.11858311295509338, 0.15824922919273376, 0.26650744676589966, 0.22910910844802856, 0.045174628496170044, 0.22194808721542358],[0.13865438103675842, 0.252818763256073, 0.07638014107942581, 0.08261726796627045, 0.12200469523668289, 0.12429151684045792, 0.1702602058649063, 0.135141983628273, 0.016497882083058357, 0.05660628899931908],None,None,None,None,[0.01145818643271923, 0.012941103428602219, 0.014220185577869415, 0.010647155344486237, 0.010952526703476906, 0.012432814575731754, 0.009968390688300133, 0.013093220070004463, 0.01118733361363411, 0.010425173677504063],[0.0029482736717909575, 0.004877947736531496, 0.003884022356942296, 0.004665575921535492, 0.00404054531827569, 0.00271282228641212, 0.003372780978679657, 0.003731976030394435, 0.004778391681611538, 0.003979440312832594]
8,0,1,0,0,4,100000,30000,100000,None,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,None,0.0,NVIDIA A40,1000,344,22794.364264930133,57.13317050598562,22851.49743543612,2.3283936977386475,2.380791187286377,337,243,[-234555.375, -235598.828125, -235765.3125, -234725.28125, -234154.234375, -234537.875, -235180.546875, -234119.390625, -234021.703125, -235074.75],[-237704.03125, -238965.53125, -237673.8125, -236934.796875, -236324.625, -236828.28125, -237273.828125, -237050.59375, -236341.90625, -237496.8125],[-233715.234375, -234828.875, -233870.09375, -233146.21875, -232757.859375, -233057.8125, -233649.71875, -233275.0, -232859.328125, -233527.875],[7977.5625, 8273.375, 7607.4375, 7577.125, 7133.5625, 7540.9375, 7248.25, 7551.25, 6965.1875, 7937.875],[25.22726821899414, 26.162708282470703, 24.05682945251465, 23.960973739624023, 22.558305740356445, 23.846538543701172, 22.920978546142578, 23.879148483276367, 22.025856018066406, 25.101764678955078],[0.001952826976776123, 0.046346962451934814, 0.017920255661010742, 0.007719129323959351, 0.07147911190986633, 0.04964730143547058, 0.03407120704650879, 0.057016029953956604, 0.06978876888751984, 0.03261934220790863],[0.002013165270909667, 0.07987110316753387, 0.031010163947939873, 0.01332948449999094, 0.12054888159036636, 0.08543255180120468, 0.05760696157813072, 0.0821174830198288, 0.09556573629379272, 0.05452340468764305],None,None,None,None,[0.01947583630681038, 0.01749318838119507, 0.01635100692510605, 0.02408716455101967, 0.020170513540506363, 0.016844574362039566, 0.012934349477291107, 0.021859848871827126, 0.01588616333901882, 0.020113393664360046],[0.010900605469942093, 0.006648977752774954, 0.007200185675173998, 0.011950379237532616, 0.00500756548717618, 0.004937584977596998, 0.004780078772455454, 0.0029821451753377914, 0.006037728860974312, 0.006501129362732172]
9,187,188,0,0,4,100000,30000,100000,None,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,None,0.0,NVIDIA A40,1000,472,13048.428523680894,27.79715472017415,13076.225678401068,2.35670804977417,2.357785940170288,467,371,[-234623.375, -233679.53125, -236117.34375, -234728.625, -235647.109375, -234376.25, -234779.75, -235292.6875, -234432.390625, -235436.71875],[-242651.0625, -244253.203125, -243668.84375, -245433.046875, -244155.109375, -244293.140625, -246229.28125, -244062.25, -243831.9375, -244817.75],[-237816.15625, -239215.921875, -238482.3125, -240346.21875, -238985.96875, -239494.625, -241185.984375, -239474.96875, -239170.65625, -239902.9375],[9669.8125, 10074.625, 10373.0625, 10173.6875, 10338.3125, 9597.0, 10086.5625, 9174.5625, 9322.5, 9829.625],[30.578632354736328, 31.858760833740234, 32.8025016784668, 32.17202377319336, 32.6926155090332, 30.348379135131836, 31.89651107788086, 29.012514114379883, 29.48033332824707, 31.084003448486328],[0.038235098123550415, 0.05400887131690979, 0.06655320525169373, 0.23727594316005707, 0.1882321834564209, 0.15885873138904572, 0.11464782059192657, 0.18024367094039917, 0.1510041207075119, 0.06276258826255798],[0.03275889530777931, 0.08743833750486374, 0.09520038217306137, 0.33945390582084656, 0.24474339187145233, 0.16120338439941406, 0.1489836871623993, 0.20980480313301086, 0.2479003518819809, 0.08358597010374069],None,None,None,None,[0.015424035489559174, 0.01522589661180973, 0.01745721511542797, 0.01898307353258133, 0.015380620025098324, 0.014724954962730408, 0.015271663665771484, 0.020616929978132248, 0.014259080402553082, 0.016685955226421356],[0.005616312380880117, 0.002941074315458536, 0.007685263175517321, 0.005771236028522253, 0.005241311155259609, 0.0037097802851349115, 0.005252317059785128, 0.0031735964585095644, 0.00507220858708024, 0.004037067759782076]
10,187,188,0,0,4,100000,30000,100000,None,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,None,0.0,NVIDIA A40,1000,475,14090.362044007052,25.628322461852804,14115.990366468905,2.349950075149536,2.362912654876709,467,374,[-234623.375, -233679.53125, -236117.34375, -234728.625, -235647.109375, -234376.25, -234779.75, -235292.6875, -234432.390625, -235436.71875],[-244936.5, -245548.6875, -244314.875, -247739.125, -246684.359375, -246016.6875, -246963.484375, -245215.625, -244222.578125, -245770.65625],[-237395.34375, -238599.875, -236810.28125, -239824.15625, -239175.875, -239171.625, -239846.375, -238223.34375, -237936.21875, -239054.109375],[15082.3125, 13897.625, 15009.1875, 15829.9375, 15016.9375, 13690.125, 14234.25, 13984.5625, 12572.6875, 13433.125],[47.6944580078125, 43.94814682006836, 47.463218688964844, 50.058658599853516, 47.48772430419922, 43.29197692871094, 45.01264953613281, 44.22306823730469, 39.75832748413086, 42.479270935058594],[0.15376709401607513, 0.09435495734214783, 0.05729471147060394, 0.1105833500623703, 0.33936959505081177, 0.03880445659160614, 0.09724324941635132, 0.23273077607154846, 0.045538097620010376, 0.05751752853393555],[0.19909562170505524, 0.07735827565193176, 0.07512625306844711, 0.11704782396554947, 0.22657260298728943, 0.03284825384616852, 0.10256297141313553, 0.35233038663864136, 0.0411171019077301, 0.04464338719844818],None,None,None,None,[0.013624437153339386, 0.01021767221391201, 0.021785741671919823, 0.013990079052746296, 0.007276124786585569, 0.009994667954742908, 0.010295353829860687, 0.021687977015972137, 0.014720510691404343, 0.013964075595140457],[0.007697034627199173, 0.0029519216623157263, 0.00969135481864214, 0.006097329780459404, 0.0018663532100617886, 0.0020959072280675173, 0.002123607322573662, 0.007429311517626047, 0.005320293828845024, 0.00881517305970192]
